Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
JF974307,preVC_186,Clustered,VC_186_0,5,0.6317,0.99999929,6.520115952236684,0.6317,1.0
JF974308,preVC_186,Clustered,VC_186_0,5,0.6317,0.99999929,6.520115952236684,0.6317,1.0
JF974312,preVC_500,Clustered,VC_500_0,21,0.4931,1.0,7.163683813434568,0.4931,1.0
JF974313,preVC_682,Clustered,VC_682_1,10,0.209,1.0,8.247378150544177,0.209,0.7556
JF974314,,Overlap (VC_25/VC_194),,,,,,,
JF974315,,Outlier,,,,,,,
JF974321,preVC_952,Clustered,VC_952_0,3,0.7788,0.9888276,0.6666666666666666,0.7701,1.0
JF974339,preVC_34,Clustered,VC_34_1,17,0.2042,1.0,8.305755436865242,0.2042,0.8309
JN006061,preVC_602,Clustered,VC_602_5,17,0.0985,1.0,7.386187803137512,0.0985,0.9632
JN006062,preVC_602,Clustered,VC_602_5,17,0.0985,1.0,7.386187803137512,0.0985,0.9632
JN006063,preVC_376,Clustered,VC_376_7,36,0.1141,1.0,8.423479642109177,0.1141,0.7746
JN006064,preVC_376,Clustered,VC_376_14,2,0.0032,0.91543606,8.888194417315589,0.0029,1.0
JN020140,preVC_331,Clustered,VC_331_8,3,0.0107,0.9971869,7.772347413522138,0.0106,1.0
JN020141,preVC_595,Clustered,VC_595_24,2,0.0136,0.91525216,3.605551275463989,0.0125,1.0
JN020142,preVC_595,Clustered/Singleton,VC_595_1,1,0.0,0.0,0,0.0,1.0
JN020143,preVC_595,Clustered,VC_595_42,3,0.0206,0.99710773,7.7486870324289585,0.0205,1.0
JN022534,preVC_68,Clustered,VC_68_0,3,0.5416,0.99588392,3.339345087103002,0.5394,1.0
JN035618,,Overlap (VC_903/VC_905),,,,,,,
JN049605,preVC_558,Clustered,VC_558_0,38,0.9188,1.0,4.653108683596979,0.9188,1.0
JN051154,preVC_628,Clustered,VC_628_0,6,0.8335,0.99999995,6.134411688526234,0.8335,1.0
JN083852,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
JN083853,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
JN116822,preVC_974,Clustered,VC_974_0,10,0.6448,1.0,4.2025412360644205,0.6448,1.0
JN116823,preVC_977,Clustered,VC_977_0,2,0.1588,0.89967039,8.602325267042627,0.1429,1.0
JN116824,preVC_761,Clustered,VC_761_0,2,0.0268,0.91004488,8.366600265340756,0.0244,1.0
JN116825,,Singleton,,,,,,,
JN116826,preVC_981,Clustered,VC_981_0,39,1.0,0.0,2.2526200629243056,0.0,1.0
JN116827,preVC_981,Clustered,VC_981_0,39,1.0,0.0,2.2526200629243056,0.0,1.0
JN116828,preVC_976,Clustered,VC_976_0,2,0.9716,0.73644752,2.6457513110645907,0.7156,1.0
JN126049,preVC_143,Clustered,VC_143_15,2,0.0051,0.77632465,7.810249675906654,0.004,1.0
JN132397,preVC_874,Clustered,VC_874_0,29,0.9561,1.0,3.4894068914519543,0.9561,1.0
JN153085,preVC_331,Clustered,VC_331_48,2,0.0036,0.89682951,8.660254037844387,0.0032,1.0
JN153086,preVC_331,Clustered,VC_331_0,8,0.0395,1.0,7.398476272033315,0.0395,0.7857
JN175269,preVC_982,Clustered/Singleton,VC_982_0,1,0.0,0.0,0,0.0,1.0
JN185608,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
JN190960,preVC_398,Clustered,VC_398_0,2,0.2375,0.9111487,1.7320508075688772,0.2164,1.0
JN191664,,Overlap (VC_588/VC_589),,,,,,,
JN192400,,Overlap (VC_13/VC_32),,,,,,,
JN192401,,Overlap (VC_13/VC_32),,,,,,,
JN192463,preVC_376,Clustered,VC_376_23,33,0.1822,1.0,7.670002367909976,0.1822,0.8826
JN201525,preVC_597,Clustered,VC_597_0,2,0.0136,0.27497195,8.602325267042627,0.0037,1.0
JN202312,preVC_290,Clustered/Singleton,VC_290_166,1,0.0,0.0,0,0.0,1.0
JN204348,preVC_610,Clustered,VC_610_0,2,0.0033,0.56562331,8.306623862918075,0.0018,1.0
JN225449,preVC_334,Clustered,VC_334_33,2,0.0062,0.91496697,2.0,0.0057,1.0
JN243855,preVC_243,Clustered,VC_243_0,18,0.6556,1.0,5.024935645690984,0.6556,1.0
JN243856,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
JN243857,,Overlap (VC_564/VC_565),,,,,,,
JN254800,preVC_84,Clustered,VC_84_10,16,0.0848,1.0,8.04482459798973,0.0848,0.8583
JN254801,preVC_513,Clustered,VC_513_0,50,0.922,1.0,4.721355034178267,0.922,1.0
JN255163,preVC_6,Clustered,VC_6_0,7,0.7476,1.0,2.4258471969118753,0.7476,1.0
JN256079,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
JN371768,,Overlap (VC_692/VC_699),,,,,,,
JN371769,preVC_691,Clustered/Singleton,VC_691_5,1,0.0,0.0,0,0.0,1.0
JN377894,preVC_649,Clustered,VC_649_2,10,0.3023,1.0,5.615196208337576,0.3023,1.0
JN377895,preVC_649,Clustered,VC_649_2,10,0.3023,1.0,5.615196208337576,0.3023,1.0
JN382248,preVC_602,Clustered,VC_602_10,28,0.1679,1.0,7.92068486653647,0.1679,0.8069
JN391180,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
JN391441,preVC_602,Clustered,VC_602_10,28,0.1679,1.0,7.92068486653647,0.1679,0.8069
JN398368,preVC_595,Clustered,VC_595_74,4,0.0239,0.99997487,8.625943956963164,0.0239,0.5
JN398369,preVC_331,Clustered,VC_331_11,5,0.0227,0.99999993,7.067120509148803,0.0227,0.9
JN408459,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
JN408460,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
JN408461,preVC_223,Clustered,VC_223_1,8,0.0725,1.0,7.772050343489958,0.0725,0.8571
JN412588,preVC_610,Clustered/Singleton,VC_610_82,1,0.0,0.0,0,0.0,1.0
JN412589,preVC_620,Clustered,VC_620_0,3,0.1864,0.99699742,1.8213672050459182,0.1859,1.0
JN412590,preVC_602,Clustered,VC_602_7,2,0.0062,0.91392369,3.7416573867739413,0.0056,1.0
JN412591,preVC_567,Clustered,VC_567_0,39,0.7916,1.0,4.9319934824680915,0.7916,1.0
JN412592,preVC_610,Clustered,VC_610_0,2,0.0033,0.56562331,8.306623862918075,0.0018,1.0
JN412593,preVC_793,Clustered,VC_793_0,67,0.8921,1.0,2.181895289037695,0.8921,1.0
JN542517,preVC_595,Clustered,VC_595_60,7,0.0563,1.0,6.984151003921705,0.0563,0.8095
JN561150,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
JN564907,,Outlier,,,,,,,
JN572061,preVC_567,Clustered,VC_567_0,39,0.7916,1.0,4.9319934824680915,0.7916,1.0
JN572689,preVC_331,Clustered,VC_331_37,12,0.0582,1.0,7.53422223758297,0.0582,0.8939
JN585957,preVC_366,Clustered,VC_366_0,8,0.5058,1.0,7.012912849464359,0.5058,0.9286
JN593240,preVC_143,Clustered/Singleton,VC_143_21,1,0.0,0.0,0,0.0,1.0
JN600672,preVC_918,Clustered,VC_918_0,18,0.3778,1.0,4.089851846112168,0.3778,1.0
JN600960,preVC_34,Clustered,VC_34_1,17,0.2042,1.0,8.305755436865242,0.2042,0.8309
JN618996,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
JN624850,preVC_610,Clustered,VC_610_53,7,0.0196,0.99878525,8.425045659654277,0.0195,0.8095
JN624851,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
JN627160,preVC_479,Clustered,VC_479_3,2,0.0258,0.84322061,8.717797887081348,0.0218,1.0
JN638751,,Outlier,,,,,,,
JN638752,preVC_376,Clustered,VC_376_7,36,0.1141,1.0,8.423479642109177,0.1141,0.7746
JN638753,preVC_376,Clustered,VC_376_7,36,0.1141,1.0,8.423479642109177,0.1141,0.7746
JN641803,preVC_984,Clustered,VC_984_3,19,0.262,1.0,4.3120322639447295,0.262,1.0
JN643714,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
JN651747,preVC_910,Clustered,VC_910_0,35,0.9969,1.0,5.939720415961851,0.9969,1.0
JN654439,preVC_915,Clustered,VC_915_1,8,0.1104,0.9978646,6.404479109972323,0.1102,0.7857
JN660814,preVC_331,Clustered,VC_331_22,3,0.0156,0.99718639,5.014300659002687,0.0156,1.0
JN662425,preVC_166,Clustered,VC_166_0,21,0.8213,1.0,7.108814891861162,0.8213,0.8
JN672684,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
JN673056,preVC_143,Clustered/Singleton,VC_143_23,1,0.0,0.0,0,0.0,1.0
JN680858,preVC_919,Clustered,VC_919_0,28,0.5629,1.0,3.931963860105313,0.5629,1.0
JN687951,preVC_331,Clustered/Singleton,VC_331_44,1,0.0,0.0,0,0.0,1.0
JN698989,preVC_376,Clustered,VC_376_6,65,0.2111,1.0,8.721632529217578,0.2111,0.5933
JN698990,preVC_376,Clustered,VC_376_12,3,0.0075,0.99595857,6.049138031018202,0.0075,1.0
JN698991,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
JN698992,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
JN698993,preVC_608,Clustered,VC_608_0,21,0.9918,1.0,3.665049046864888,0.9918,1.0
JN698994,preVC_244,Clustered,VC_244_0,2,0.1963,0.90461668,6.928203230275509,0.1776,1.0
JN698995,preVC_556,Clustered,VC_556_0,3,0.0993,0.99717718,6.991209250445807,0.099,1.0
JN698996,preVC_595,Clustered,VC_595_13,3,0.0272,0.99719928,5.527621219840808,0.0271,1.0
JN698997,preVC_597,Clustered,VC_597_2,3,0.0275,0.63981308,5.022206940147149,0.0176,1.0
JN698998,preVC_331,Clustered,VC_331_0,8,0.0395,1.0,7.398476272033315,0.0395,0.7857
JN698999,preVC_558,Clustered,VC_558_0,38,0.9188,1.0,4.653108683596979,0.9188,1.0
JN699000,preVC_331,Clustered,VC_331_56,2,0.0046,0.91505546,8.366600265340756,0.0042,1.0
JN699001,preVC_566,Clustered,VC_566_0,6,0.1321,1.0,6.184390811242484,0.1321,1.0
JN699002,preVC_793,Clustered,VC_793_0,67,0.8921,1.0,2.181895289037695,0.8921,1.0
JN699003,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
JN699004,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
JN699005,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
JN699006,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
JN699007,preVC_606,Clustered,VC_606_1,9,0.185,1.0,5.225504196652636,0.185,1.0
JN699008,preVC_376,Clustered,VC_376_6,65,0.2111,1.0,8.721632529217578,0.2111,0.5933
JN699009,preVC_376,Clustered,VC_376_6,65,0.2111,1.0,8.721632529217578,0.2111,0.5933
JN699010,preVC_376,Clustered,VC_376_7,36,0.1141,1.0,8.423479642109177,0.1141,0.7746
JN699011,preVC_606,Clustered,VC_606_0,24,0.549,1.0,3.600502884628921,0.549,1.0
JN699012,preVC_595,Clustered/Singleton,VC_595_10,1,0.0,0.0,0,0.0,1.0
JN699013,preVC_610,Clustered,VC_610_12,2,0.0032,0.46298503,5.744562646538029,0.0015,1.0
JN699014,preVC_616,Clustered,VC_616_0,20,0.7881,1.0,2.4073986844053334,0.7881,1.0
JN699015,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
JN699016,preVC_331,Clustered,VC_331_58,3,0.0079,0.99571889,8.393728372550449,0.0078,1.0
JN699017,preVC_376,Clustered,VC_376_12,3,0.0075,0.99595857,6.049138031018202,0.0075,1.0
JN699018,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
JN699019,preVC_558,Clustered,VC_558_0,38,0.9188,1.0,4.653108683596979,0.9188,1.0
JN699625,preVC_610,Clustered,VC_610_32,3,0.0064,0.56119465,8.19712067832774,0.0036,1.0
JN699626,preVC_610,Clustered/Singleton,VC_610_67,1,0.0,0.0,0,0.0,1.0
JN699627,preVC_610,Clustered/Singleton,VC_610_81,1,0.0,0.0,0,0.0,1.0
JN699628,preVC_796,Clustered,VC_796_1,9,0.3708,1.0,3.6105258709324892,0.3708,1.0
JN700519,,Outlier,,,,,,,
JN700520,,Outlier,,,,,,,
JN700521,,Overlap (VC_14/VC_15),,,,,,,
JN712910,preVC_986,Clustered/Singleton,VC_986_0,1,0.0,0.0,0,0.0,1.0
JN790865,preVC_914,Clustered,VC_914_2,2,0.0182,0.75801188,1.0,0.0138,1.0
JN797796,preVC_914,Clustered,VC_914_2,2,0.0182,0.75801188,1.0,0.0138,1.0
JN797797,preVC_191,Clustered,VC_191_1,7,0.1418,1.0,6.838358240097323,0.1418,1.0
JN797798,preVC_191,Clustered,VC_191_1,7,0.1418,1.0,6.838358240097323,0.1418,1.0
JN800508,preVC_926,Clustered,VC_926_0,6,0.3907,1.0,2.3621433599312214,0.3907,1.0
JN808773,preVC_183,Clustered,VC_183_0,53,0.9182,1.0,4.387843319519812,0.9182,1.0
JN811560,preVC_183,Clustered,VC_183_0,53,0.9182,1.0,4.387843319519812,0.9182,1.0
JN831653,preVC_240,Clustered,VC_240_0,21,0.8179,1.0,2.6694186723656164,0.8179,1.0
JN831654,,Overlap (VC_232/VC_968),,,,,,,
JN848801,,Outlier,,,,,,,
JN849462,preVC_577,Clustered,VC_577_1,7,0.1719,0.99997638,5.574667068610845,0.1719,1.0
JN859129,preVC_595,Clustered,VC_595_17,2,0.0079,0.91528507,8.602325267042627,0.0072,1.0
JN871591,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
JN880423,,Singleton,,,,,,,
JN882264,preVC_865,Clustered,VC_865_0,7,1.0,0.0,2.456187079865773,0.0,1.0
JN882265,,Outlier,,,,,,,
JN882266,preVC_865,Clustered,VC_865_0,7,1.0,0.0,2.456187079865773,0.0,1.0
JN882267,preVC_989,Clustered,VC_989_0,2,0.3201,0.84715025,2.0,0.2711,1.0
JN882284,preVC_632,Clustered,VC_632_4,3,0.0306,0.9538514,7.912793270310044,0.0292,1.0
JN882285,preVC_168,Clustered/Singleton,VC_168_5,1,0.0,0.0,0,0.0,1.0
JN882286,preVC_847,Clustered,VC_847_2,3,0.1187,0.99687618,1.9545677683854243,0.1183,1.0
JN882287,preVC_704,Clustered,VC_704_0,22,0.3761,1.0,5.867035670494391,0.3761,1.0
JN882298,,Overlap (VC_78/VC_79),,,,,,,
JN939331,preVC_911,Clustered,VC_911_0,36,0.9931,1.0,1.2666548304635001,0.9931,1.0
JN939332,preVC_911,Clustered,VC_911_0,36,0.9931,1.0,1.2666548304635001,0.9931,1.0
JN968479,preVC_701,Clustered,VC_701_0,4,1.0,0.0,3.237443875303541,0.0,1.0
JN984867,preVC_866,Clustered,VC_866_0,67,0.9616,1.0,5.251458016283556,0.9616,1.0
JN986844,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
JN986845,preVC_495,Clustered,VC_495_0,62,0.9067,1.0,3.863311518398125,0.9067,1.0
JN986846,preVC_290,Clustered/Singleton,VC_290_148,1,0.0,0.0,0,0.0,1.0
JN991020,,Overlap (VC_77/VC_78/VC_80),,,,,,,
JQ007353,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
JQ010983,preVC_970,Clustered,VC_970_0,2,1.0,0.0,0.0,0.0,1.0
JQ011316,,Outlier,,,,,,,
JQ011317,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
JQ011318,preVC_48,Clustered,VC_48_0,48,0.4489,1.0,6.757814244322936,0.4489,0.852
JQ015307,preVC_880,Clustered,VC_880_2,2,0.0248,0.69948277,8.246211251235321,0.0174,1.0
JQ031132,preVC_806,Clustered,VC_806_4,4,0.0182,0.46036607,7.281071643698447,0.0084,1.0
JQ062992,,Overlap (VC_588/VC_589),,,,,,,
JQ066768,,Outlier,,,,,,,
JQ067084,preVC_506,Clustered,VC_506_0,8,0.359,1.0,3.176961313100875,0.359,1.0
JQ067085,preVC_183,Clustered,VC_183_0,53,0.9182,1.0,4.387843319519812,0.9182,1.0
JQ067087,preVC_504,Clustered,VC_504_0,8,0.2684,1.0,5.360726170743399,0.2684,1.0
JQ067089,preVC_173,Clustered,VC_173_0,20,0.7611,1.0,5.5893663690125,0.7611,1.0
JQ067092,preVC_781,Clustered,VC_781_0,39,0.6973,1.0,5.230286683707224,0.6973,1.0
JQ067093,preVC_173,Clustered,VC_173_0,20,0.7611,1.0,5.5893663690125,0.7611,1.0
JQ086369,,Overlap (VC_35/VC_38),,,,,,,
JQ086370,,Overlap (VC_35/VC_38),,,,,,,
JQ086371,,Outlier,,,,,,,
JQ086372,,Overlap (VC_35/VC_38),,,,,,,
JQ086373,,Overlap (VC_35/VC_38),,,,,,,
JQ086374,,Overlap (VC_35/VC_38),,,,,,,
JQ086375,preVC_866,Clustered,VC_866_0,67,0.9616,1.0,5.251458016283556,0.9616,1.0
JQ086376,preVC_50,Clustered,VC_50_0,39,0.6122,1.0,6.683764755700947,0.6122,0.9703
JQ086377,,Overlap (VC_35/VC_38),,,,,,,
JQ177061,preVC_132,Clustered,VC_132_0,4,0.1822,0.99997078,4.713584711371413,0.1822,1.0
JQ177062,,Outlier,,,,,,,
JQ177063,preVC_373,Clustered,VC_373_0,6,0.5266,1.0,5.54969979519321,0.5266,1.0
JQ177064,preVC_132,Clustered,VC_132_0,4,0.1822,0.99997078,4.713584711371413,0.1822,1.0
JQ177065,,Outlier,,,,,,,
JQ182726,,Overlap (VC_35/VC_38),,,,,,,
JQ182727,,Overlap (VC_35/VC_38),,,,,,,
JQ182728,preVC_38,Clustered,VC_38_0,10,0.1863,1.0,6.690279686354057,0.1863,1.0
JQ182729,preVC_37,Clustered,VC_37_0,4,0.0619,0.99989081,7.0618456506331455,0.0618,1.0
JQ182730,,Outlier,,,,,,,
JQ182731,,Overlap (VC_35/VC_38),,,,,,,
JQ182732,,Overlap (VC_35/VC_38),,,,,,,
JQ182733,preVC_34,Clustered,VC_34_0,2,0.0362,0.91484737,5.477225575051661,0.0331,1.0
JQ182734,preVC_34,Clustered,VC_34_0,2,0.0362,0.91484737,5.477225575051661,0.0331,1.0
JQ182735,preVC_50,Clustered,VC_50_0,39,0.6122,1.0,6.683764755700947,0.6122,0.9703
JQ182736,preVC_494,Clustered,VC_494_0,18,0.4705,1.0,5.4383936982995955,0.4705,1.0
JQ245707,preVC_699,Clustered,VC_699_0,4,0.2582,0.99997503,5.3135456947865,0.2582,1.0
JQ246028,,Outlier,,,,,,,
JQ267518,,Outlier,,,,,,,
JQ287645,preVC_481,Clustered,VC_481_0,2,0.7605,0.33333333,1.7320508075688772,0.2535,1.0
JQ288021,,Outlier,,,,,,,
JQ300538,preVC_595,Clustered,VC_595_0,3,0.0225,0.99719888,6.048995732822511,0.0224,1.0
JQ307386,preVC_459,Clustered,VC_459_0,45,0.9463,1.0,3.274609718604794,0.9463,1.0
JQ307387,preVC_781,Clustered,VC_781_0,39,0.6973,1.0,5.230286683707224,0.6973,1.0
JQ309827,preVC_994,Clustered,VC_994_0,16,0.8981,1.0,2.381052494248699,0.8981,1.0
JQ312117,preVC_996,Clustered,VC_996_0,3,0.7758,0.99532039,5.630773227722261,0.7722,1.0
JQ340088,,Outlier,,,,,,,
JQ340389,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
JQ340774,preVC_641,Clustered,VC_641_0,51,0.7329,1.0,4.178280698705704,0.7329,1.0
JQ341413,,Singleton,,,,,,,
JQ347801,preVC_39,Clustered/Singleton,VC_39_4,1,0.0,0.0,0,0.0,1.0
JQ362498,,Outlier,,,,,,,
JQ408219,preVC_58,Clustered,VC_58_0,6,0.6749,0.9999998,1.4547416971511786,0.6749,1.0
JQ446452,,Outlier,,,,,,,
JQ512844,preVC_561,Clustered,VC_561_0,16,0.3595,1.0,4.6322001318764645,0.3595,1.0
JQ513383,preVC_168,Clustered,VC_168_11,5,0.0599,0.94062834,6.84565661000547,0.0563,1.0
JQ617284,preVC_104,Clustered,VC_104_0,32,0.8867,1.0,3.0039006754772752,0.8867,1.0
JQ619704,preVC_666,Clustered,VC_666_0,3,0.4802,0.99687587,2.9740586886064633,0.4787,1.0
JQ659259,preVC_895,Clustered,VC_895_0,9,0.5184,1.0,1.7924671570346118,0.5184,1.0
JQ660954,preVC_20,Clustered,VC_20_0,3,0.2535,0.99601153,6.942909740904351,0.2525,1.0
JQ684677,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
JQ686190,preVC_156,Clustered,VC_156_8,17,0.0873,1.0,6.937178876864678,0.0873,0.8456
JQ691610,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
JQ691611,preVC_880,Clustered,VC_880_6,7,0.165,0.99999998,4.929687783099134,0.165,0.9524
JQ691612,preVC_880,Clustered,VC_880_5,3,0.0493,0.95680481,5.7678992125979995,0.0472,1.0
JQ692107,preVC_913,Clustered,VC_913_0,20,0.9919,1.0,3.4716826136312062,0.9919,1.0
JQ698665,preVC_331,Clustered,VC_331_37,12,0.0582,1.0,7.53422223758297,0.0582,0.8939
JQ729990,preVC_927,Clustered,VC_927_0,10,0.7035,1.0,2.2147793744676694,0.7035,1.0
JQ729991,preVC_927,Clustered,VC_927_0,10,0.7035,1.0,2.2147793744676694,0.7035,1.0
JQ729992,preVC_927,Clustered,VC_927_0,10,0.7035,1.0,2.2147793744676694,0.7035,1.0
JQ740787,,Overlap (VC_213/VC_214),,,,,,,
JQ740788,,Overlap (VC_213/VC_214),,,,,,,
JQ740789,,Overlap (VC_213/VC_215),,,,,,,
JQ740790,,Overlap (VC_213/VC_215),,,,,,,
JQ740791,,Overlap (VC_213/VC_214),,,,,,,
JQ740792,,Overlap (VC_213/VC_215),,,,,,,
JQ740793,,Overlap (VC_213/VC_214),,,,,,,
JQ740794,,Overlap (VC_213/VC_214),,,,,,,
JQ740795,,Overlap (VC_213/VC_215),,,,,,,
JQ740796,,Overlap (VC_213/VC_215),,,,,,,
JQ740797,,Overlap (VC_213/VC_215),,,,,,,
JQ740798,,Overlap (VC_213/VC_214),,,,,,,
JQ740799,,Overlap (VC_213/VC_214),,,,,,,
JQ740800,,Overlap (VC_213/VC_214),,,,,,,
JQ740801,,Overlap (VC_213/VC_214),,,,,,,
JQ740802,,Overlap (VC_213/VC_214),,,,,,,
JQ740803,,Overlap (VC_213/VC_214),,,,,,,
JQ740804,,Overlap (VC_213/VC_215),,,,,,,
JQ740805,,Overlap (VC_213/VC_215),,,,,,,
JQ740806,,Overlap (VC_213/VC_214),,,,,,,
JQ740807,,Overlap (VC_213/VC_215),,,,,,,
JQ740808,,Overlap (VC_213/VC_215),,,,,,,
JQ740809,,Overlap (VC_213/VC_214),,,,,,,
JQ740810,,Overlap (VC_213/VC_214),,,,,,,
JQ740811,,Overlap (VC_213/VC_214),,,,,,,
JQ740812,,Overlap (VC_213/VC_215),,,,,,,
JQ740813,,Overlap (VC_213/VC_215),,,,,,,
JQ740814,,Overlap (VC_213/VC_214),,,,,,,
JQ762257,preVC_183,Clustered,VC_183_0,53,0.9182,1.0,4.387843319519812,0.9182,1.0
JQ764986,preVC_311,Clustered,VC_311_0,155,0.9978,1.0,1.3152558553462659,0.9978,1.0
JQ764987,preVC_311,Clustered,VC_311_0,155,0.9978,1.0,1.3152558553462659,0.9978,1.0
JQ764988,preVC_311,Clustered,VC_311_0,155,0.9978,1.0,1.3152558553462659,0.9978,1.0
JQ764989,preVC_311,Clustered,VC_311_0,155,0.9978,1.0,1.3152558553462659,0.9978,1.0
JQ764990,preVC_311,Clustered,VC_311_0,155,0.9978,1.0,1.3152558553462659,0.9978,1.0
JQ768459,,Outlier,,,,,,,
JQ779023,preVC_9,Clustered,VC_9_0,61,0.846,1.0,6.7923832436837985,0.846,0.9852
JQ779024,preVC_10,Clustered,VC_10_0,38,0.4977,1.0,7.6679937134406515,0.4977,1.0
JQ780163,preVC_89,Clustered,VC_89_0,32,0.9281,1.0,3.872863691955396,0.9281,1.0
JQ780327,preVC_235,Clustered,VC_235_0,3,0.0682,0.97978523,8.706428096748487,0.0669,0.6667
JQ797329,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
JQ801337,,Outlier,,,,,,,
JQ806763,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
JQ806764,,Outlier,,,,,,,
JQ809650,preVC_312,Clustered,VC_312_0,11,0.8005,1.0,4.571181409362063,0.8005,1.0
JQ809663,,Outlier,,,,,,,
JQ809701,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
JQ809702,,Overlap (VC_572/VC_595),,,,,,,
JQ809703,preVC_331,Clustered,VC_331_37,12,0.0582,1.0,7.53422223758297,0.0582,0.8939
JQ823122,preVC_1001,Clustered,VC_1001_0,2,1.0,0.0,2.0,0.0,1.0
JQ823123,preVC_1001,Clustered,VC_1001_0,2,1.0,0.0,2.0,0.0,1.0
JQ837901,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
JQ867099,preVC_860,Clustered,VC_860_0,5,0.1429,0.99999946,5.251209137807789,0.1429,1.0
JQ867100,,Outlier,,,,,,,
JQ896627,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
JQ911768,preVC_610,Clustered,VC_610_54,15,0.0474,1.0,7.574033716068912,0.0474,0.8952
JQ957925,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
JQ957932,preVC_9,Clustered,VC_9_0,61,0.846,1.0,6.7923832436837985,0.846,0.9852
JQ965645,preVC_758,Clustered,VC_758_0,9,0.7105,1.0,7.217727374555114,0.7105,1.0
JQ965700,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
JQ965701,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
JQ965702,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
JQ965703,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
JQ966307,preVC_323,Clustered,VC_323_0,12,0.9008,1.0,0.0,0.9008,1.0
JQ973847,preVC_12,Clustered,VC_12_0,22,0.2455,1.0,8.05345410977575,0.2455,0.9264
JX000007,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
JX006077,,Outlier,,,,,,,
JX013863,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
JX015524,,Overlap (VC_232/VC_968),,,,,,,
JX042578,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
JX042579,preVC_242,Clustered,VC_242_1,13,0.1795,1.0,6.83815243294144,0.1795,0.9103
JX080300,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
